age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform
31,2.59,3.34,4.55,4.76,2.13,96.23,High,YouTube Shorts
30,5.29,8.36,8.29,5.77,9.96,44.83,High,Instagram Reels
26,4.15,8.63,4.54,3.85,9.73,89.23,Low,TikTok
22,2.38,9.47,4.69,6.92,6.64,91.73,Low,TikTok
34,4.26,9.2,5.23,3.86,8.43,47.58,High,Instagram Reels
17,0.61,8.6,6.86,3.01,1.17,79.37,High,Instagram Reels
30,4.55,9.66,8.4,1.73,9.73,82.13,Low,TikTok
44,3.18,7.75,6.09,1.52,5.11,72.92,Medium,Instagram Reels
27,4.97,4.61,6.73,3.75,9.19,70.18,High,TikTok
37,5.75,11.12,4.83,7.63,4.47,59.07,High,Instagram Reels
42,5.59,2.18,5.33,2.85,8.09,81.34,High,Instagram Reels
33,5.5,5.67,4.67,3.69,4.76,57.13,High,TikTok
22,3.32,9.29,6.05,9.15,4.26,67.6,Low,YouTube Shorts
36,2.48,6.27,6.95,6.75,9.52,91.44,Medium,Instagram Reels
19,3.06,2.25,5.42,9.28,7.29,45.37,High,YouTube Shorts
34,4.29,2.66,8.23,9.2,8.56,71.7,Medium,YouTube Shorts
22,5.36,8.49,8.91,1.57,5.89,69.16,Low,Instagram Reels
38,1.64,11.65,4.6,9.6,9.27,62.71,Low,YouTube Shorts
26,5.55,7.52,4.09,1.46,7.66,75.85,Low,TikTok
15,4.98,7.07,7.95,9.33,1.65,40.94,Medium,TikTok
39,5.88,5.18,4.95,5.92,7.9,69.55,High,YouTube Shorts
44,5.34,4.57,5.77,5.8,1.17,69.14,Low,TikTok
35,2.04,2.21,5.97,7.42,8.46,70.97,High,Instagram Reels
34,1.08,4.73,8.58,8.91,3.99,52.75,Medium,YouTube Shorts
20,1.12,6.49,7.29,6.55,6.38,52.46,Low,Instagram Reels
36,2.1,3.98,4.2,4.83,7.74,78.83,Low,Instagram Reels
32,3.88,2.87,4.07,2.01,6.73,45.56,High,TikTok
22,4.92,9.18,5.0,8.1,7.05,58.36,Low,YouTube Shorts
21,5.45,10.95,5.59,2.15,9.03,89.85,Medium,TikTok
15,3.93,11.37,6.42,7.54,4.37,46.23,Medium,TikTok
35,0.53,8.18,8.19,5.75,5.92,68.08,Low,YouTube Shorts
30,1.52,2.53,5.57,4.47,2.57,80.12,Low,Instagram Reels
26,1.05,9.41,5.88,6.52,5.21,48.5,High,YouTube Shorts
20,2.5,3.1,5.65,7.95,2.35,58.75,Medium,Instagram Reels
34,3.26,8.7,4.04,9.47,6.7,73.53,High,YouTube Shorts
16,0.74,9.79,8.78,3.38,3.92,59.63,Medium,TikTok
43,2.42,9.26,4.69,9.52,8.73,46.6,Medium,YouTube Shorts
28,1.49,11.52,5.44,9.65,4.09,53.94,Medium,TikTok
18,4.06,9.38,4.65,8.32,3.58,46.56,Medium,Instagram Reels
15,3.05,8.93,6.45,8.93,5.42,99.01,Medium,TikTok
37,3.22,4.62,8.66,7.23,2.58,54.14,Low,YouTube Shorts
32,2.85,11.25,4.5,1.35,2.83,71.83,Medium,YouTube Shorts
27,5.76,3.8,6.2,6.18,8.05,65.71,Low,YouTube Shorts
16,1.68,11.05,4.11,7.72,5.48,74.17,Low,TikTok
23,3.34,5.13,7.85,9.48,2.86,69.89,High,TikTok
35,4.55,3.3,7.21,6.13,1.28,83.63,Low,Instagram Reels
16,3.56,10.27,7.5,8.15,5.2,92.38,High,YouTube Shorts
41,5.61,2.02,6.36,7.35,7.68,57.12,Medium,Instagram Reels
39,2.58,10.32,8.54,3.53,4.16,51.02,Low,YouTube Shorts
23,3.05,4.62,6.05,2.39,3.23,99.06,Low,TikTok
15,0.99,10.85,6.57,7.76,4.57,91.96,High,TikTok
25,3.85,8.91,7.48,3.1,9.63,61.84,High,Instagram Reels
17,2.09,8.66,6.6,3.2,4.81,93.69,High,YouTube Shorts
34,1.38,5.65,4.95,6.8,3.34,80.23,Low,Instagram Reels
44,3.49,2.59,5.59,8.1,6.12,66.25,Medium,YouTube Shorts
37,3.43,10.3,4.46,6.24,8.3,92.41,High,TikTok
40,0.92,3.71,6.16,8.96,1.2,80.52,High,Instagram Reels
18,4.34,5.72,7.05,2.9,6.02,89.59,Medium,TikTok
32,3.93,8.0,4.59,3.27,8.53,65.07,Medium,YouTube Shorts
37,1.54,6.82,7.15,6.73,2.94,87.92,Medium,TikTok
20,3.08,3.99,8.46,8.46,9.3,62.02,Medium,TikTok
17,4.46,3.41,5.69,5.85,6.2,84.1,Medium,Instagram Reels
36,3.41,3.23,5.11,1.09,5.65,66.13,High,TikTok
25,2.68,10.63,8.47,7.09,9.67,64.31,High,YouTube Shorts
29,2.27,2.32,7.46,8.32,2.17,87.8,Medium,YouTube Shorts
36,3.86,11.77,4.53,3.49,7.66,47.5,Low,TikTok
42,5.67,3.99,6.04,1.49,8.37,95.69,Low,Instagram Reels
19,4.19,3.1,7.37,5.66,5.4,70.52,Medium,YouTube Shorts
34,0.91,7.77,6.87,1.38,1.06,78.16,High,Instagram Reels
24,3.03,2.8,7.09,4.74,5.72,64.32,High,YouTube Shorts
26,5.4,8.02,6.84,1.16,2.38,78.75,Medium,TikTok
29,1.02,10.51,7.99,3.02,6.06,82.59,Low,YouTube Shorts
31,5.94,2.48,5.6,4.5,7.65,92.11,Low,Instagram Reels
24,5.72,10.0,7.54,2.01,5.78,91.26,Medium,TikTok
20,0.93,5.94,8.96,2.03,6.68,61.47,High,Instagram Reels
32,5.63,3.59,5.95,8.44,1.94,76.95,Medium,Instagram Reels
27,2.5,3.76,7.96,1.37,1.87,86.83,High,YouTube Shorts
17,5.15,11.19,5.23,7.2,8.66,85.89,Low,Instagram Reels
44,2.8,3.11,5.41,8.33,1.44,93.46,Medium,TikTok
38,2.92,10.67,8.67,2.18,3.56,89.92,Low,TikTok
24,3.99,7.44,4.13,2.76,9.44,83.07,Medium,Instagram Reels
44,4.76,2.39,5.09,6.77,5.13,84.93,Medium,TikTok
28,0.69,6.64,6.41,3.84,7.07,88.45,High,TikTok
20,3.76,10.17,6.01,5.29,3.0,90.27,Medium,TikTok
17,1.53,9.26,7.15,8.52,3.43,61.16,Low,YouTube Shorts
30,2.4,6.89,4.96,2.24,5.58,86.91,Low,TikTok
21,2.41,10.6,4.35,6.58,6.74,96.95,Medium,TikTok
34,3.08,3.2,5.85,9.48,9.64,53.98,Low,TikTok
28,2.34,11.1,6.62,1.52,6.17,42.89,High,TikTok
23,1.09,10.46,6.81,1.54,1.86,44.34,Medium,Instagram Reels
29,1.3,9.08,7.01,5.99,4.3,53.0,High,TikTok
35,0.68,10.18,6.74,9.64,3.2,95.19,Low,TikTok
17,3.09,7.44,5.23,2.98,3.29,47.61,Medium,Instagram Reels
16,5.75,8.75,7.82,3.98,5.55,84.86,High,Instagram Reels
41,1.14,7.61,4.44,1.89,3.85,92.02,Medium,TikTok
16,5.7,5.55,4.99,4.26,3.6,92.65,Medium,TikTok
17,4.53,7.69,7.7,1.4,9.71,65.0,Low,YouTube Shorts
32,4.01,4.57,5.4,4.5,6.26,69.72,High,Instagram Reels
28,4.05,6.4,6.47,6.0,3.36,59.39,Low,YouTube Shorts
34,5.05,4.81,5.64,9.78,3.48,48.84,Medium,Instagram Reels
32,1.09,3.23,6.53,8.37,8.3,52.73,Low,TikTok
24,3.28,5.22,5.73,8.4,8.98,48.09,Medium,Instagram Reels
39,4.33,10.52,8.97,3.05,7.11,64.45,Medium,TikTok
16,3.73,5.81,5.79,1.79,4.88,50.22,Medium,YouTube Shorts
39,5.08,9.48,7.14,6.43,7.88,64.2,High,YouTube Shorts
43,0.9,3.75,8.44,5.69,9.44,91.07,High,YouTube Shorts
36,4.3,6.24,7.19,5.65,2.5,79.27,Medium,Instagram Reels
15,3.44,3.15,6.83,1.98,8.76,79.77,Medium,Instagram Reels
18,2.59,3.39,6.85,5.44,8.64,88.71,Low,TikTok
28,2.37,8.17,6.48,2.35,4.3,42.47,Low,TikTok
15,3.91,8.07,8.04,4.8,3.63,87.67,Low,TikTok
28,5.4,4.13,4.25,1.56,6.09,51.78,Medium,TikTok
30,3.23,6.74,8.43,8.71,3.45,60.76,Low,Instagram Reels
36,5.04,10.63,6.93,1.12,2.31,58.48,Low,TikTok
28,2.71,3.74,8.24,9.45,9.58,46.34,High,YouTube Shorts
43,1.06,2.19,4.05,8.77,5.42,50.42,High,TikTok
34,0.84,8.52,8.35,7.77,5.25,97.38,High,YouTube Shorts
17,0.78,2.53,4.6,9.84,2.13,76.02,High,YouTube Shorts
17,2.59,11.8,7.61,1.48,5.54,68.44,Medium,Instagram Reels
23,2.35,8.1,6.08,6.77,7.69,85.47,Medium,TikTok
20,4.45,6.7,7.41,8.64,3.23,88.82,Low,TikTok
39,4.59,6.3,7.14,2.14,4.32,46.62,High,Instagram Reels
27,0.78,7.73,4.82,6.26,2.61,84.45,Medium,TikTok
35,1.72,2.91,6.57,4.55,4.2,95.94,High,Instagram Reels
16,2.01,11.3,5.39,4.92,8.75,75.13,Low,YouTube Shorts
22,3.51,8.26,6.8,9.21,3.13,76.85,Medium,Instagram Reels
35,1.29,3.84,7.69,5.85,1.27,92.22,High,TikTok
16,1.24,7.63,4.41,1.84,5.83,80.77,Low,Instagram Reels
18,5.69,3.33,6.58,9.43,6.22,99.72,High,Instagram Reels
39,4.92,2.18,7.09,2.67,3.96,56.96,Low,YouTube Shorts
29,1.49,8.31,5.48,9.03,6.77,90.73,High,Instagram Reels
18,2.74,8.48,8.77,9.74,1.34,76.74,High,TikTok
27,2.46,7.84,6.6,8.9,4.07,61.94,Low,YouTube Shorts
42,4.85,3.83,4.91,7.09,2.3,92.98,High,YouTube Shorts
26,3.31,8.03,4.54,7.69,3.07,99.77,Low,Instagram Reels
42,1.2,2.57,6.71,7.3,4.44,43.47,Low,TikTok
27,4.56,8.09,5.88,5.14,5.44,95.53,High,Instagram Reels
28,2.68,7.54,4.96,3.47,1.84,52.19,Low,Instagram Reels
34,1.95,8.55,4.15,3.57,1.91,52.31,Medium,Instagram Reels
32,2.57,10.95,6.83,7.58,7.07,42.51,Low,Instagram Reels
43,3.24,10.5,6.99,6.63,4.64,95.33,Low,TikTok
42,2.39,11.81,4.71,6.26,2.59,85.56,High,YouTube Shorts
20,1.83,11.76,7.01,6.87,3.11,43.21,Medium,Instagram Reels
43,2.69,9.72,8.76,7.97,7.48,78.01,Low,YouTube Shorts
25,0.61,11.56,8.89,7.74,1.47,47.21,High,TikTok
44,4.75,10.67,8.44,1.95,5.58,85.08,High,Instagram Reels
16,1.44,9.28,8.04,4.27,4.24,64.54,Low,YouTube Shorts
42,0.74,2.75,5.05,3.38,8.3,43.11,Medium,TikTok
37,4.1,2.49,4.78,5.84,8.11,89.76,Medium,YouTube Shorts
33,4.76,10.38,6.22,1.55,7.2,74.34,High,YouTube Shorts
33,4.98,6.9,7.1,7.86,4.46,86.37,Low,TikTok
19,3.21,10.15,8.25,1.96,6.68,80.47,Low,Instagram Reels
33,1.63,5.13,5.16,3.44,6.76,66.06,Medium,YouTube Shorts
16,4.55,5.98,6.4,8.04,3.99,81.92,Medium,YouTube Shorts
24,4.35,9.0,7.24,1.46,8.92,40.89,Medium,TikTok
39,1.85,11.15,6.23,6.94,9.86,60.38,Low,Instagram Reels
16,5.47,2.88,6.27,9.32,3.83,86.67,Low,Instagram Reels
44,1.07,10.61,5.13,6.56,8.21,85.78,High,YouTube Shorts
25,5.9,9.93,8.93,7.41,5.51,93.24,Medium,Instagram Reels
32,5.23,5.16,6.38,8.13,5.17,76.66,High,YouTube Shorts
43,4.28,5.55,6.66,3.0,4.48,96.53,High,Instagram Reels
38,5.66,2.46,5.09,6.23,3.63,73.46,Medium,YouTube Shorts
29,4.47,2.16,6.57,3.78,9.28,70.03,Low,TikTok
23,1.55,6.77,5.28,3.25,7.67,51.83,Low,YouTube Shorts
37,2.93,2.96,5.01,2.73,4.97,86.73,Low,TikTok
33,0.89,3.94,5.38,6.27,7.76,81.52,Low,Instagram Reels
23,2.64,10.47,4.01,8.15,7.47,67.65,Medium,Instagram Reels
17,4.58,7.71,6.85,8.88,3.41,45.23,Medium,TikTok
35,2.63,8.34,5.94,4.86,2.59,47.54,Medium,Instagram Reels
23,2.32,3.87,8.49,4.36,8.53,46.87,Low,TikTok
42,3.77,10.29,4.2,7.19,8.3,62.54,Medium,TikTok
44,5.3,10.68,4.22,8.02,9.97,49.54,High,YouTube Shorts
28,0.76,7.23,8.43,3.28,1.17,91.65,High,YouTube Shorts
33,2.62,11.13,4.63,3.68,5.86,93.96,Low,YouTube Shorts
21,1.37,10.45,4.01,5.8,7.31,91.41,Medium,TikTok
30,4.32,9.31,4.89,5.0,6.24,76.53,High,YouTube Shorts
30,1.08,9.34,8.12,7.35,7.39,75.78,Low,TikTok
42,4.16,3.05,8.01,5.54,2.24,93.46,Low,YouTube Shorts
15,2.07,4.71,5.7,2.0,1.01,64.38,High,YouTube Shorts
18,1.59,2.67,7.34,2.49,1.84,43.74,Low,TikTok
18,5.65,2.09,6.54,9.12,4.42,68.22,High,YouTube Shorts
21,0.6,3.58,8.52,3.05,3.96,73.22,Medium,TikTok
22,2.91,10.8,4.28,1.45,8.87,72.97,Low,Instagram Reels
31,0.62,4.4,8.07,7.58,1.75,49.54,High,TikTok
19,3.16,11.7,4.85,7.16,4.98,87.0,Medium,TikTok
21,3.26,7.97,5.96,6.4,9.62,83.92,High,YouTube Shorts
42,2.27,4.37,4.96,5.52,5.53,53.79,Low,Instagram Reels
34,1.23,6.97,7.51,9.73,2.19,73.07,High,Instagram Reels
43,2.57,4.19,7.39,2.08,3.62,87.42,Medium,TikTok
34,4.2,11.84,6.74,5.59,6.64,40.46,High,YouTube Shorts
18,4.8,10.47,7.49,6.08,1.11,56.51,High,Instagram Reels
42,3.42,2.26,7.2,1.2,9.71,68.32,Low,TikTok
20,3.74,11.48,7.88,4.71,6.1,90.7,Low,YouTube Shorts
21,1.6,9.21,5.2,8.05,7.34,87.94,Medium,TikTok
32,2.08,2.82,6.14,5.24,5.49,49.06,Low,Instagram Reels
19,1.39,8.71,4.76,8.88,9.62,67.76,Medium,YouTube Shorts
34,1.87,8.47,6.15,6.8,6.3,58.28,Medium,Instagram Reels
44,1.74,4.19,7.51,7.89,6.96,64.09,Medium,TikTok
43,3.36,9.58,7.46,8.24,8.75,72.44,High,Instagram Reels
17,3.59,2.87,7.55,7.21,8.75,69.96,Low,YouTube Shorts
21,5.7,6.89,5.54,7.74,1.25,48.49,High,Instagram Reels
41,1.58,2.1,7.31,7.26,3.55,47.3,High,Instagram Reels
42,4.03,11.69,5.84,5.95,3.22,47.82,High,YouTube Shorts
36,4.99,9.52,8.72,6.1,1.06,90.48,High,TikTok
28,3.58,3.59,5.72,2.71,8.89,41.2,High,YouTube Shorts
21,1.9,5.42,7.02,8.45,3.85,52.14,Low,TikTok
19,1.94,3.61,7.75,3.81,4.12,97.35,Low,TikTok
43,0.72,9.67,8.53,5.82,1.9,43.96,Medium,Instagram Reels
36,2.18,2.59,6.19,3.25,9.91,42.18,Low,YouTube Shorts
19,4.6,10.4,5.8,7.26,8.44,63.24,High,TikTok
44,0.76,11.42,6.15,9.78,6.15,49.07,High,TikTok
37,1.71,8.77,5.62,8.22,7.95,73.95,Medium,TikTok
16,4.38,4.13,7.27,6.57,7.99,60.31,Low,Instagram Reels
44,4.8,5.6,8.66,6.11,6.91,52.54,Low,YouTube Shorts
41,3.0,6.77,4.63,5.41,2.57,99.92,Medium,Instagram Reels
35,4.34,8.05,6.8,2.84,7.48,60.47,High,TikTok
36,2.63,8.69,8.49,4.13,6.13,78.46,High,TikTok
20,1.38,7.54,4.5,4.66,7.52,92.45,High,YouTube Shorts
29,2.69,5.51,6.47,9.5,5.89,95.34,High,YouTube Shorts
35,3.69,10.91,8.33,4.83,9.61,64.61,High,YouTube Shorts
24,5.71,2.81,8.5,6.28,6.64,98.57,Low,TikTok
37,0.88,6.66,6.57,9.3,6.16,83.47,Medium,TikTok
40,3.29,9.76,4.12,5.67,8.59,75.0,Medium,TikTok
38,2.31,2.61,4.53,3.26,4.41,81.6,Low,YouTube Shorts
21,3.3,9.05,6.93,4.43,3.84,61.61,Low,Instagram Reels
19,0.63,10.2,4.62,4.38,5.53,65.46,Low,Instagram Reels
15,2.22,8.61,4.75,7.43,6.26,75.18,High,TikTok
27,5.01,2.13,7.86,3.67,2.98,59.61,Medium,TikTok
35,3.55,3.8,7.75,7.57,7.14,86.13,Low,Instagram Reels
40,2.98,5.42,8.21,9.0,8.22,55.07,Low,Instagram Reels
32,2.07,4.34,4.53,4.02,6.2,87.81,Medium,TikTok
27,2.14,11.63,4.99,2.22,5.71,49.13,Low,YouTube Shorts
35,2.61,8.52,8.16,6.75,3.65,53.04,High,TikTok
35,5.1,4.97,7.61,4.25,9.19,85.19,Low,YouTube Shorts
32,5.82,11.3,8.03,5.81,7.79,55.79,Low,Instagram Reels
19,2.91,9.41,8.95,6.71,5.32,87.72,Low,Instagram Reels
27,2.66,4.85,8.32,4.67,6.93,87.03,Medium,Instagram Reels
18,5.16,5.79,6.6,9.32,4.03,55.44,High,Instagram Reels
31,2.85,3.99,5.55,4.6,1.54,44.38,Low,TikTok
17,3.54,11.71,6.85,3.77,2.84,49.98,High,Instagram Reels
31,1.77,7.17,7.19,8.97,1.72,85.15,High,YouTube Shorts
42,4.59,10.96,5.68,2.23,5.57,90.82,High,YouTube Shorts
25,3.43,5.46,7.85,2.12,6.6,62.98,High,TikTok
35,4.95,10.61,4.46,9.42,4.42,49.85,High,Instagram Reels
34,4.79,2.54,7.9,2.88,5.77,44.53,Medium,Instagram Reels
37,1.68,11.82,4.16,2.34,1.77,52.95,Medium,YouTube Shorts
35,4.44,11.12,6.49,5.82,7.93,98.78,High,Instagram Reels
40,4.9,5.63,8.31,1.42,1.3,50.22,Medium,YouTube Shorts
44,2.4,9.75,4.43,6.58,6.71,45.17,Low,YouTube Shorts
18,1.45,9.52,6.59,5.08,4.9,87.13,Medium,TikTok
16,0.51,11.01,4.8,6.76,2.65,76.92,Medium,TikTok
34,2.98,5.07,8.47,3.56,5.71,72.09,Medium,TikTok
30,2.44,6.66,8.16,9.15,8.03,66.87,Medium,Instagram Reels
42,3.55,10.65,8.67,3.44,4.72,82.11,Low,Instagram Reels
32,1.53,9.79,8.37,6.74,4.31,81.9,Low,Instagram Reels
22,5.23,5.93,7.68,9.51,2.28,65.47,Medium,Instagram Reels
17,1.92,10.46,4.92,4.61,6.35,54.05,Medium,TikTok
23,1.75,2.47,5.51,2.45,8.45,90.48,Low,YouTube Shorts
43,3.14,9.82,6.48,1.62,6.05,49.88,High,YouTube Shorts
34,3.24,4.07,6.94,9.67,2.49,72.04,High,TikTok
43,1.68,4.86,7.91,7.87,6.95,81.56,Low,YouTube Shorts
20,2.0,6.93,5.13,9.27,1.27,78.33,Medium,TikTok
24,1.43,6.5,4.64,7.29,8.54,77.13,Medium,Instagram Reels
35,4.45,7.21,6.41,4.08,9.29,79.75,Low,TikTok
24,4.74,7.45,4.79,2.11,6.37,92.54,Medium,TikTok
27,3.04,5.32,7.47,9.36,8.94,61.92,Low,Instagram Reels
31,4.43,3.75,6.88,5.41,1.76,77.65,High,Instagram Reels
23,4.55,9.68,7.71,4.57,3.06,81.82,Medium,Instagram Reels
31,1.26,6.0,4.32,6.2,3.86,75.42,High,YouTube Shorts
38,5.81,7.06,8.82,1.96,7.96,94.18,Medium,TikTok
23,5.02,8.45,4.0,3.78,5.36,79.29,Low,YouTube Shorts
23,1.62,11.1,5.63,6.74,4.14,65.47,Medium,YouTube Shorts
15,1.52,9.08,7.4,1.9,2.42,90.74,Medium,TikTok
16,1.19,2.45,4.23,2.22,8.3,69.37,High,YouTube Shorts
42,1.26,10.39,4.42,5.6,1.18,71.81,High,YouTube Shorts
30,4.61,11.89,4.38,6.61,4.04,74.94,Medium,Instagram Reels
43,3.08,6.72,6.91,2.68,3.18,59.37,High,Instagram Reels
15,4.81,11.7,8.48,1.3,2.16,83.35,Low,Instagram Reels
24,4.6,7.47,6.78,9.63,2.55,45.89,Medium,YouTube Shorts
32,3.83,6.6,7.02,1.25,5.44,92.13,High,YouTube Shorts
40,4.28,5.31,5.73,1.02,4.83,85.27,High,Instagram Reels
42,0.6,8.58,4.09,3.91,5.67,61.22,Medium,TikTok
22,2.21,4.3,4.11,3.0,7.55,53.58,High,Instagram Reels
35,4.01,3.05,8.44,6.16,9.03,63.27,Low,TikTok
42,0.55,2.27,4.51,9.05,2.07,88.3,Low,TikTok
25,0.68,4.92,9.0,5.33,1.74,41.89,Low,YouTube Shorts
37,5.19,5.96,4.82,7.96,3.88,68.08,Medium,Instagram Reels
16,4.26,7.52,7.37,9.18,5.92,55.25,High,TikTok
22,1.96,4.93,8.74,2.7,1.9,92.5,Low,YouTube Shorts
41,4.28,11.84,5.81,5.39,7.44,64.83,Medium,YouTube Shorts
36,4.86,4.92,7.67,6.78,6.0,81.87,Medium,YouTube Shorts
22,2.19,6.41,5.75,3.99,7.74,61.47,High,Instagram Reels
31,0.7,3.03,5.52,7.66,4.22,59.78,High,YouTube Shorts
29,5.63,4.61,5.01,7.35,4.61,59.55,High,YouTube Shorts
31,2.4,2.48,8.1,4.79,8.27,80.69,Medium,TikTok
42,1.09,7.6,5.29,1.79,3.4,97.85,High,TikTok
37,3.21,9.51,5.42,1.1,4.43,52.49,Low,TikTok
38,4.73,3.96,8.99,4.32,1.12,78.63,High,TikTok
27,1.72,5.68,5.64,1.74,6.0,55.93,High,Instagram Reels
33,1.98,2.17,6.11,8.03,8.66,72.96,Low,YouTube Shorts
19,1.83,10.4,8.95,4.01,1.25,72.5,Low,TikTok
26,5.95,9.8,5.85,6.99,6.52,67.0,Low,Instagram Reels
15,1.59,2.63,5.83,4.12,8.61,69.92,Low,TikTok
37,3.67,5.65,8.14,8.16,5.45,92.81,Low,Instagram Reels
19,5.59,11.55,5.56,9.0,3.82,45.32,Medium,YouTube Shorts
22,1.31,5.92,5.17,8.54,9.97,89.82,Low,YouTube Shorts
27,5.84,7.26,6.12,5.36,1.58,67.74,High,TikTok
22,5.71,5.55,7.5,1.76,2.89,60.02,Medium,YouTube Shorts
39,5.37,7.96,4.22,4.35,8.97,50.63,High,YouTube Shorts
37,1.68,11.78,5.87,4.82,3.68,88.89,Low,TikTok
25,3.99,11.98,5.73,9.64,8.38,75.52,High,TikTok
15,4.68,9.75,5.22,6.09,4.0,83.7,High,Instagram Reels
27,5.92,6.04,7.27,6.77,8.31,58.9,Medium,Instagram Reels
33,1.49,6.94,5.45,8.04,7.17,63.58,High,Instagram Reels
38,4.71,5.57,7.03,6.11,5.22,94.82,Medium,YouTube Shorts
17,2.36,11.86,6.52,6.39,5.71,97.67,High,Instagram Reels
38,1.47,9.08,5.09,3.21,2.6,84.39,High,YouTube Shorts
31,2.82,6.49,5.33,1.53,2.04,84.97,Low,Instagram Reels
19,4.87,2.12,4.85,7.49,7.45,81.66,High,YouTube Shorts
34,3.06,7.2,4.28,8.64,8.64,75.23,Medium,Instagram Reels
35,3.46,11.84,7.1,4.71,7.5,75.7,Low,YouTube Shorts
22,5.97,7.23,7.36,5.94,9.22,97.83,Low,TikTok
40,2.7,3.82,4.83,3.77,9.01,85.05,Low,YouTube Shorts
28,3.88,2.22,7.08,5.05,8.0,79.32,Low,TikTok
18,2.51,5.55,8.91,2.88,9.08,51.34,Low,TikTok
25,2.66,11.18,4.37,7.84,2.51,98.62,High,YouTube Shorts
34,4.33,11.97,6.45,5.43,7.58,71.22,Low,YouTube Shorts
29,5.66,11.45,7.67,5.92,7.78,96.62,High,TikTok
33,3.48,9.29,4.23,1.33,2.39,82.81,High,Instagram Reels
21,4.73,7.58,7.89,6.6,9.19,42.4,High,TikTok
33,0.99,7.91,8.9,2.82,1.08,72.34,Medium,Instagram Reels
42,1.66,7.39,4.44,4.45,4.91,93.56,High,TikTok
33,3.26,9.07,8.11,4.71,1.19,43.11,High,TikTok
25,0.61,6.19,5.89,5.04,5.71,92.0,Low,TikTok
40,1.89,8.69,4.72,3.05,4.71,76.8,High,YouTube Shorts
19,3.35,3.22,6.47,8.65,6.61,42.67,Low,YouTube Shorts
19,0.58,4.66,4.36,4.85,7.9,62.42,Medium,YouTube Shorts
44,1.96,10.36,6.61,6.51,7.92,41.81,High,TikTok
36,3.33,11.04,4.1,6.53,7.5,40.1,Medium,TikTok
22,3.65,7.39,7.64,6.46,1.92,93.79,Low,YouTube Shorts
24,5.59,2.32,6.44,6.03,4.76,84.91,Low,YouTube Shorts
20,4.05,11.27,6.29,8.4,8.34,57.37,Low,YouTube Shorts
29,2.78,9.02,4.98,8.31,6.89,46.82,Low,YouTube Shorts
30,5.62,6.14,5.81,4.75,7.13,43.27,Low,TikTok
42,4.82,7.98,4.91,6.72,3.04,95.03,Medium,Instagram Reels
31,1.6,6.3,7.68,1.93,3.93,77.53,Medium,YouTube Shorts
22,1.22,6.65,5.0,1.82,9.6,49.63,Medium,TikTok
22,4.22,10.87,7.08,5.32,8.62,80.89,Low,Instagram Reels
39,3.58,3.61,5.4,9.1,2.48,99.93,Medium,YouTube Shorts
23,4.84,3.04,7.28,6.85,5.9,87.28,High,TikTok
16,4.56,2.03,6.7,7.02,5.41,66.79,High,YouTube Shorts
29,3.94,5.14,6.12,2.42,4.99,88.85,Medium,TikTok
32,5.93,3.47,7.37,5.08,5.24,84.66,High,TikTok
17,3.43,4.2,6.08,4.61,6.79,45.32,High,TikTok
31,1.12,2.11,8.11,8.05,9.7,95.54,Medium,Instagram Reels
18,5.06,4.27,7.65,2.24,8.88,93.05,Low,Instagram Reels
44,1.89,5.33,6.7,5.85,8.88,75.43,Medium,YouTube Shorts
18,4.78,2.32,8.39,9.2,7.33,70.49,High,YouTube Shorts
28,5.76,8.08,8.14,9.03,1.16,53.66,Medium,YouTube Shorts
23,4.33,7.69,6.66,8.67,4.96,90.07,Medium,YouTube Shorts
23,3.78,2.97,4.34,4.37,5.6,65.91,Medium,TikTok
39,3.03,7.95,6.83,9.47,8.58,74.76,High,TikTok
40,2.5,11.99,5.78,8.25,9.31,50.21,Medium,Instagram Reels
37,2.44,11.44,6.7,8.66,5.06,52.83,Low,TikTok
44,4.0,2.03,7.24,9.39,3.7,99.11,High,YouTube Shorts
32,4.63,9.95,7.22,9.43,4.04,69.64,Low,TikTok
24,4.23,5.54,7.37,3.16,6.21,88.94,Medium,Instagram Reels
35,1.59,2.64,7.4,2.15,3.47,89.78,High,TikTok
18,3.22,4.96,4.55,7.22,9.2,98.89,Low,Instagram Reels
26,4.85,5.22,4.96,6.07,4.77,98.97,Medium,Instagram Reels
41,3.12,7.23,7.15,3.95,9.91,67.42,Medium,TikTok
22,3.45,8.61,6.04,7.16,1.99,97.02,High,Instagram Reels
16,4.74,9.49,7.81,1.56,2.69,61.93,Low,TikTok
36,4.14,4.46,4.62,1.42,5.6,76.46,High,Instagram Reels
27,2.75,5.22,4.96,4.19,8.81,89.3,Medium,TikTok
35,5.42,5.08,6.79,2.74,4.19,94.83,Medium,Instagram Reels
30,1.39,5.63,6.5,7.47,8.54,71.43,Low,YouTube Shorts
42,5.98,12.0,5.33,9.53,4.83,65.07,Low,YouTube Shorts
16,1.15,9.78,6.04,6.95,8.68,83.71,Medium,TikTok
25,0.58,11.75,4.17,6.89,3.5,67.36,Medium,Instagram Reels
24,5.4,8.93,4.19,1.06,5.25,80.31,Medium,Instagram Reels
29,1.85,6.06,4.47,5.61,3.51,88.25,Medium,YouTube Shorts
31,4.51,5.9,6.88,8.35,2.94,90.47,Low,YouTube Shorts
22,4.96,6.89,8.32,6.89,4.79,55.26,Low,TikTok
