Name,Year_of_Release,Genre,Global_Sales,Critic_Score,User_Score,Rating,
Silent Hill: Homecoming,N/A,Action,0.45,70,6.9,M,
Yu-Gi-Oh! Capsule Monster Coliseum,2004,Misc,0.44,,,,
"Warhammer 40,000: Space Marine",2011,Shooter,0.44,70,7.4,M,
Discovery Kids: Kitten Corner,2009,Simulation,0.44,,,E,
Rock Band Country Track Pack,2009,Misc,0.44,,,E10+,
Major League Baseball 2K6,2006,Sports,0.44,70,5.2,E,
Brunswick Pro Bowling,2010,Sports,0.44,44,,E,
Jampack Volume 13 (RP-M),2005,Misc,0.44,,,,
World Soccer Winning Eleven 9,2005,Sports,0.44,89,7.9,E,
NBA Live 2000,1999,Sports,0.44,,,,
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,Action,0.44,47,7.8,T,
"SpongeBob SquarePants: Lights, Camera, Pants!",2005,Misc,0.44,,,,
The Thing,2002,Adventure,0.44,78,7.4,M,
Van Helsing,2004,Action,0.44,64,8.5,T,
Mario Tennis Ultra Smash,2015,Sports,0.44,58,5.3,E,
Virtua Tennis 4,2011,Sports,0.44,69,6.6,E,
X-Men Legends II: Rise of Apocalypse,2005,Role-Playing,0.44,84,8.7,T,
Naruto Shippuden: Ultimate Ninja Storm Generations,2012,Fighting,0.44,74,7.2,T,
Wolfenstein: The New Order,2014,Shooter,0.44,,7.1,M,
Skylanders: Trap Team,2014,Action,0.44,78,5.6,E10+,
Worms: Open Warfare 2,2007,Strategy,0.44,80,8.1,E10+,
Transformers: Revenge of the Fallen (Wii & PS2 Version),2009,Action,0.44,,,,
Spawn: Armageddon,2003,Action,0.44,56,7.4,M,
The Godfather (US sales),2006,Action,0.44,,,,
Sid Meier's Civilization Revolution,2008,Strategy,0.44,80,7.7,E10+,
World Stadium EX,1996,Sports,0.44,,,,
Tiger Woods PGA Tour 2003,2002,Sports,0.44,88,8.5,E,
Battlefield 2: Modern Combat,2005,Shooter,0.44,80,8.5,T,
50 Cent: Bulletproof,2005,Action,0.44,50,5.9,M,
Densetsu no Stafi 2,2003,Platform,0.44,,,,
Independence Day,1997,Shooter,0.44,,,,
Tony Hawk's Proving Ground,2007,Sports,0.44,73,6.6,T,
Chocobo Racing,1999,Racing,0.44,,,,
Disney Infinity 2.0: Marvel Super Heroes,2014,Action,0.44,,,,
LEGO Star Wars II: The Original Trilogy,2006,Action,0.44,85,8.6,E10+,
Viking: Battle for Asgard,2008,Action,0.44,68,8,M,
Petz: Catz 2,2007,Simulation,0.44,,5.8,E,
Dragon Quest Heroes: Rocket Slime,2005,Action,0.44,83,7.6,E,
Gundam SEED: Federation vs. Z.A.F.T.,2005,Shooter,0.44,,,,
Ms. Pac-Man Maze Madness,2000,Puzzle,0.44,,,,
Blood Omen: Legacy of Kain,1996,Role-Playing,0.44,,,,
Super Bomberman 4,1996,Puzzle,0.44,,,,
Fable,2014,Role-Playing,0.44,,,,
Family Fest Presents Circus Games,2008,Misc,0.44,,,E,
Dance Dance Revolution: Hottest Party 3,2009,Simulation,0.44,66,8.2,E10+,
Bomberman II,1991,Puzzle,0.44,,,,
Duke Nukem 64,1997,Shooter,0.44,,,,
Transformers: Dark of the Moon - Autobots/Decepticons,2011,Action,0.44,,,,
The Urbz: Sims in the City (all regions sales),2004,Simulation,0.44,,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",2005,Misc,0.44,,,,
Super Robot Taisen OG: Original Generations,2007,Strategy,0.44,,,,
G-Force,2009,Action,0.44,69,8,E10+,
Army Men World War: Final Front,2001,Action,0.44,,,,
Transformers: Fall of Cybertron,2012,Action,0.44,79,8.3,T,
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,2010,Shooter,0.44,74,8,T,
MX Unleashed,2004,Racing,0.44,81,9.3,E,
Puppy Luv: Spa and Resort,2007,Simulation,0.44,,,E,
Jikkyou Powerful Pro Yakyuu 9,2002,Sports,0.44,,,,
Grind Session,2000,Sports,0.44,,,,
Naruto: Gekito Ninja Taisen! 3,2004,Fighting,0.44,,,,
Madden NFL 12,2011,Sports,0.44,,6.2,E,
Wario World,2003,Platform,0.44,71,7.2,E,
DmC: Devil May Cry,2013,Action,0.44,86,5.1,M,
Scooby-Doo! Mystery Mayhem,2003,Action,0.44,53,,E,
Super Breakout,N/A,Puzzle,0.44,,,,
FIFA Soccer 13,2012,Action,0.44,57,4.1,E,
The Legend of Spyro: Dawn of the Dragon,2008,Platform,0.44,59,6.6,E10+,
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,2003,Misc,0.44,,,,
Samurai Warriors 3,2009,Action,0.44,55,7.2,T,
Ben 10 Alien Force: Vilgax Attacks,2009,Action,0.44,65,4,E10+,
TimeSplitters 2,2002,Shooter,0.44,88,9,T,
Battlebots: Design & Destroy,2003,Action,0.44,,,,
Robert Ludlum's The Bourne Conspiracy,N/A,Action,0.44,71,7.2,T,
Eternal Darkness: Sanity's Requiem,2002,Adventure,0.44,92,8.7,M,
Food Network: Cook or Be Cooked,2009,Misc,0.44,53,6.8,E,
Power Rangers: S.P.D.,2004,Action,0.44,,,E10+,
Naruto: Ultimate Ninja 3,2005,Fighting,0.44,75,8.7,T,
The Darkness,2007,Shooter,0.44,82,8.1,M,
Thrillville: Off the Rails,2007,Strategy,0.44,70,2.8,E10+,
Jump Start Pet Rescue,2009,Misc,0.44,,,,
SingStar Motown,2009,Misc,0.44,,,,
Child of Eden,2011,Shooter,0.44,84,7.7,E10+,
Neon Genesis Evangelion,1996,Adventure,0.44,,,,
Mobile Suit Gundam: One Year War,2005,Action,0.44,,,,
Spider-Man: Shattered Dimensions,2010,Action,0.44,74,7.5,T,
Tongari Boushi to Mahou no Otana,2010,Simulation,0.44,,,,
NFL Blitz 20-03,2002,Sports,0.44,73,8.6,E,
SpongeBob's Atlantis SquarePantis,2007,Action,0.44,,,E,
Eternal Sonata,2008,Role-Playing,0.44,80,7.8,T,
SingStar Queen,2009,Misc,0.44,,,,
Karaoke Revolution,2009,Misc,0.44,63,,T,
Star Wars: Jedi Starfighter,2002,Simulation,0.44,78,5.2,T,
Walk it Out!,2010,Sports,0.44,,,,
Classic NES Series: Metroid,2004,Adventure,0.43,58,8.6,E,
Nicktoons: Attack of the Toybots,2007,Platform,0.43,60,6,E,
Primal,2003,Action,0.43,73,8.6,M,
Need for Speed: Shift 2 Unleashed,2011,Racing,0.43,,,,
Yu-Gi-Oh! 5D's Tag Force 4,2009,Strategy,0.43,,,,
Ninja Gaiden 3,2012,Action,0.43,58,5,M,
Band Hero,2009,Misc,0.43,65,7,E10+,
Need for Speed Underground 2,2004,Racing,0.43,72,8.2,E,
Madden NFL 2002,2001,Sports,0.43,,,,
007: Quantum of Solace,2008,Action,0.43,,,,
Master of Illusion,2006,Puzzle,0.43,69,,E,
Spec Ops: Covert Assault,2001,Shooter,0.43,,,T,
SSX Tricky,2001,Sports,0.43,88,8.5,E,
Flight Control Rocket,2005,Simulation,0.43,,,,
Tetris Axis,2011,Puzzle,0.43,74,6.8,E,
Borderlands: The Handsome Collection,2015,Shooter,0.43,80,7.8,M,
Sleeping Dogs,2014,Action,0.43,,,,
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005,Action,0.43,68,8.4,T,
NiGHTS into dreams...,1996,Platform,0.43,,,,
Star Wars The Clone Wars: Republic Heroes,2009,Action,0.43,43,5.3,T,
NCAA Football 2004,2003,Sports,0.43,88,8.8,E,
Bionicle,2003,Action,0.43,51,3.6,E,
Hyrule Warriors,2016,Action,0.43,,,,
DanceStar Party,2011,Misc,0.43,,,,
Naruto Shippuden: Ultimate Ninja Storm Revolution,2014,Fighting,0.43,73,7.5,T,
Naughty Bear,2010,Action,0.43,43,5.5,T,
MLB 2002,2001,Sports,0.43,76,8.1,E,
Deadpool,2013,Action,0.43,62,7.4,M,
Lego Batman 3: Beyond Gotham,2014,Action,0.43,74,7.1,E10+,
MLB 14: The Show,2014,Sports,0.43,81,6.8,E,
Devil May Cry HD Collection,2012,Action,0.43,77,8.4,M,
Hyperdimension Neptunia,2010,Role-Playing,0.43,45,7,T,
TimeSplitters,2000,Shooter,0.43,81,8,T,
Barnstorming,1981,Action,0.43,,,,
InuYasha: The Secret of the Cursed Mask,2004,Role-Playing,0.43,51,8.1,T,
The Powerpuff Girls: Him and Seek,2002,Platform,0.43,,,,
Mega Man Zero 2,2003,Platform,0.43,81,8.6,E,
My Spanish Coach,2007,Misc,0.43,73,,E,
Wonder Project J: Kikai no Shonen Pino,1994,Simulation,0.43,,,,
Payday 2,2013,Shooter,0.43,74,6.2,M,
WWE 2K16,2015,Sports,0.43,,5.4,T,
Dragon Ball Z: Shin Budokai - Another Road,2007,Fighting,0.43,,,,
The Fairly Odd Parents: Game Boy Advance Video Volume 1,2004,Misc,0.43,,,,
Mass Effect Trilogy,2012,Action,0.43,,8.7,M,
Ghostbusters: The Video Game,2009,Action,0.43,64,8.7,E10+,
Hunter: The Reckoning  Wayward,2003,Action,0.43,68,8.8,M,
Mischief Makers,1997,Platform,0.43,,,,
WipEout 64,1998,Racing,0.43,,,,
EyeToy: AntiGrav,2004,Sports,0.43,71,7.8,E,
Dora the Explorer: Dora Puppy,2009,Misc,0.43,,,,
EverQuest Online Adventures,2003,Role-Playing,0.43,74,8.2,T,
OkamiDen,2010,Adventure,0.43,82,7.9,E10+,
Cool Boarders,1996,Sports,0.43,,,,
Hometown Story,2013,Role-Playing,0.43,47,6,E10+,
Just Dance 4,2012,Misc,0.43,77,7.1,E10+,
Mobile Suit Gundam: Zeonic Front,2001,Simulation,0.43,71,8.8,T,
Monopoly,2008,Misc,0.43,,7.2,E,
TouchMaster 3,2009,Puzzle,0.43,68,,E,
Dawn of Mana,2006,Role-Playing,0.43,57,6.8,T,
Castlevania: Dawn of Sorrow,2005,Platform,0.43,89,8.5,T,
Max Payne 3,2012,Shooter,0.43,87,7.6,M,
Barbie: Groom and Glam Pups,2010,Action,0.43,,,E,
Tales of the World: Radiant Mythology,2006,Role-Playing,0.43,66,7.8,T,
Petz Bunnyz,2008,Simulation,0.43,,,E,
Alpha Protocol,2010,Role-Playing,0.43,64,6.9,M,
Wolfenstein: The Old Blood,2015,Action,0.43,76,8,,
Deer Drive,2010,Sports,0.43,,,T,
Petz: Horsez 2,2007,Simulation,0.43,,,E,
Rayman Legends,2013,Platform,0.43,90,8.2,E10+,
Madden NFL 2003,2002,Sports,0.43,92,8.5,E,
Backyard Baseball,2002,Sports,0.43,,,,
Midway Arcade Treasures,2003,Misc,0.43,74,,T,
Disney Sing It,2008,Misc,0.43,53,5.2,E,
Remington Great American Bird Hunt,2009,Sports,0.43,,,T,
Microsoft Flight Simulator X,2006,Simulation,0.43,80,7.6,E,
Bakugan: Battle Brawlers,2009,Action,0.43,,5.7,E,
NHL FaceOff 99,1997,Sports,0.43,,,,
SEGA Classics Collection,2005,Misc,0.43,46,6.7,T,
Crash: Mind Over Mutant,2008,Platform,0.43,70,6.6,E10+,
Naruto: Ninja Council 3,2006,Action,0.42,56,6.5,E10+,
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,2011,Strategy,0.42,,,,
Neon Genesis Evangelion 2nd Impression,1997,Role-Playing,0.42,,,,
NBA Street,2002,Sports,0.42,88,8.6,E,
Def Jam Icon,2007,Action,0.42,68,4.4,M,
2014 FIFA World Cup Brazil,2014,Sports,0.42,74,4.4,E,
The Legend of Spyro: The Eternal Night,2007,Platform,0.42,54,5.4,E10+,
Atelier Totori: The Adventurer of Arland,2010,Role-Playing,0.42,74,6.7,T,
Mega Man Battle Network,2001,Role-Playing,0.42,79,8.9,E,
Juiced: Eliminator,2006,Racing,0.42,65,8.2,T,
25 to Life,2006,Shooter,0.42,39,4.9,M,
NHL 2K6,2005,Sports,0.42,81,5.8,E10+,
Medal of Honor: Rising Sun,2003,Shooter,0.42,68,6.4,T,
The Sims,2003,Simulation,0.42,84,6.9,T,
Dog's Life,2003,Adventure,0.42,64,3.1,T,
The X Files,1999,Adventure,0.42,,,,
Super Wagyan Land,1991,Action,0.42,,,,
Rascal,1998,Action,0.42,,,,
"Barbie: Jet, Set & Style!",2011,Misc,0.42,,,,
Tony Hawk's American Wasteland,2005,Sports,0.42,76,7.7,T,
Command & Conquer 3: Tiberium Wars,2007,Strategy,0.42,,,,
Sin and Punishment: Star Successor,2009,Shooter,0.42,,,,
Crash: Mind Over Mutant,2008,Platform,0.42,,6.5,E10+,
Ben 10 Alien Force: Vilgax Attacks,2009,Action,0.42,,,E,
Famicom Mini: Super Mario Bros. 2,2004,Platform,0.42,,,,
Colony Wars,1997,Simulation,0.42,91,7.8,E,
All-Star Baseball 2004,2003,Sports,0.42,78,7.5,E,
Big Strike Bowling,2003,Sports,0.42,,,,
Skylanders: SuperChargers,2015,Action,0.42,,5.4,E10+,
Ben 10 Alien Force: Vilgax Attacks,2009,Action,0.42,,,E10+,
NASCAR Thunder 2002,2001,Racing,0.42,69,6.9,E,
Batman: Arkham Origins Blackgate,2013,Action,0.42,61,6.8,T,
Zone of the Enders HD Collection,2012,Simulation,0.42,73,8,M,
Grandia,1997,Role-Playing,0.42,,,,
2010 FIFA World Cup South Africa,2010,Sports,0.42,70,6.7,E,
ESPN NHL 2K5,2004,Sports,0.42,88,8.5,E,
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,2005,Misc,0.42,,,,
Hot Wheels World Race,2003,Racing,0.42,55,7.7,E,
Avatar: The Last Airbender - The Burning Earth,2007,Action,0.42,,,,
Superman: Shadow of Apokolips,2002,Action,0.42,64,7.2,E,
Trials Fusion,2014,Racing,0.42,79,7.2,E10+,
American Chopper,2004,Racing,0.42,47,7.5,T,
NASCAR Kart Racing,2009,Racing,0.42,70,8.1,E,
Star Wars Trilogy: Apprentice of the Force,2004,Action,0.42,60,,E,
Guitar Hero: Smash Hits,2009,Misc,0.42,71,5.9,T,
Lemony Snicket's A Series of Unfortunate Events,2004,Platform,0.42,72,8,E,
JGTC: All-Japan Grand Touring Car Championship,1998,Racing,0.42,,,,
Virtua Tennis 4: World Tour,2011,Sports,0.42,,,,
Arc the Lad III,1999,Role-Playing,0.42,,,,
Just Dance: Summer Party,2011,Misc,0.42,,,E10+,
SpongeBob's Truth or Square (US sales),2009,Action,0.42,,,,
Mobile Suit Gundam: Gundam vs. Gundam,2008,Fighting,0.42,,,,
Test Drive,2002,Racing,0.42,71,8.7,T,
Jikkyou Powerful Pro Yakyuu 11,2004,Sports,0.42,,,,
Petz: Horsez 2,2007,Simulation,0.42,,,E,
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,2003,Action,0.42,,,,
Pirates of the Caribbean: At World's End,2007,Action,0.42,61,7,T,
Dr. Mario 64,2001,Puzzle,0.42,,,,
Jikkyou Powerful Pro Yakyuu 6,1999,Sports,0.42,,,,
Army Men: Sarge's Heroes 2,2000,Shooter,0.42,,,,
Rush 2: Extreme Racing USA,1998,Racing,0.42,,,,
NFL Blitz 2001,2000,Sports,0.42,,,,
James Bond 007: Everything or Nothing,2004,Shooter,0.42,84,8.2,T,
NBA Live 06,2005,Sports,0.42,80,7.6,E,
MLB 08: The Show,2008,Sports,0.42,84,7.3,E,
Horsez,2006,Simulation,0.42,,8.7,E,
Dance Dance Revolution Ultramix 2,2004,Simulation,0.42,78,7.1,E,
Mega Man Anniversary Collection,2004,Platform,0.42,81,8.8,E,
Crash: Mind Over Mutant,2008,Platform,0.42,45,5.8,E,
Super Famista 4,1995,Sports,0.42,,,,
The Fairly Odd Parents: Game Boy Advance Video Volume 2,2004,Misc,0.42,,,,
How to Train Your Dragon,2010,Action,0.42,59,7,E10+,
Cabela's Legendary Adventures,2008,Sports,0.42,,,T,
Story of Seasons,2014,Simulation,0.42,76,8.2,E10+,
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,2010,Misc,0.42,,,,
Harry Potter and the Goblet of Fire,2005,Action,0.42,69,6.3,E10+,
Thrillville: Off the Rails,2007,Strategy,0.42,70,1.7,E10+,
Metro: Last Light,2013,Action,0.42,80,8.2,,
NBA 2K11,2010,Action,0.42,,6.4,E,
Mega Man X6,2001,Action,0.42,65,6.8,E,
BloodRayne,2002,Shooter,0.42,75,8.5,M,
Kumamon Bomber: Puzzle de Kumamon Taisou,2005,Puzzle,0.42,,,,
Castlevania: Curse of Darkness,2005,Action,0.42,70,7.5,M,
NBA 2K13,2012,Sports,0.42,,7.5,E,
International Superstar Soccer Pro '98,1998,Sports,0.42,,,,
LEGO Rock Band,2009,Misc,0.42,75,7.6,E10+,
Jimmy Neutron: Boy Genius,2001,Platform,0.42,,,,
Black,2006,Shooter,0.42,77,8,M,
Double Pack: Finding Nemo / The Incredibles,2006,Action,0.42,,,,
Spec Ops: The Line,2012,Shooter,0.42,76,8.2,M,
NHL Slapshot,N/A,Sports,0.42,76,8.1,E,
Paper Mario: Color Splash,2016,Role-Playing,0.42,75,6.8,E,
Valkyrie Profile: Covenant of the Plume,2008,Role-Playing,0.42,74,6.8,T,
Vanquish,2010,Shooter,0.42,84,8.4,M,
Solitaire Overload,2007,Misc,0.42,,9.2,E,
TRON: Evolution,2010,Action,0.42,58,6.2,T,
Lord of the Rings: The Third Age,2004,Role-Playing,0.42,,,,
Pirates of the Caribbean: At World's End,2007,Action,0.42,54,7,T,
Mega Man Legends 2,2000,Adventure,0.42,76,8.8,E,
X-Men vs. Street Fighter,1997,Fighting,0.42,,,,
Blazing Angels: Squadrons of WWII,2006,Simulation,0.42,66,7.9,T,
Zack & Wiki: Quest for Barbaros' Treasure,2007,Adventure,0.42,,,,
High Rollers Casino,2004,Misc,0.42,,,E,
TERA,N/A,Role-Playing,0.42,77,6.8,M,
Attack on Titan: Humanity in Chains,2013,Action,0.42,46,4.5,M,
The Suffering,2004,Action,0.42,77,8.9,M,
Cyber Troopers Virtual-On,1995,Fighting,0.42,,,,
Star Wars Starfighter: Special Edition,2001,Simulation,0.42,76,,T,
Animal Crossing: Amiibo Festival,2015,Misc,0.41,46,4.4,E,
NBA Jam,2003,Sports,0.41,,,,
Zone of the Enders: The 2nd Runner,2003,Simulation,0.41,82,8.9,M,
Just Dance 2014,2013,Misc,0.41,75,5.5,E10+,
Jampack Spring 2004 (RP-T),2003,Misc,0.41,,,,
Dexter's Laboratory Deesaster Strikes,2001,Adventure,0.41,,,,
NFL GameDay 2004,2003,Sports,0.41,65,8.7,E,
Condemned: Criminal Origins,2005,Action,0.41,81,8.2,M,
Scooby-Doo and the Cyber Chase,2001,Adventure,0.41,,,,
Wheel of Fortune,2010,Misc,0.41,,,E,
Tomb Raider: The Last Revelation,1998,Action,0.41,,8.6,T,
pro evolution soccer 2011,2010,Sports,0.41,,6.7,E,
Sega Rally Championship 2,1999,Racing,0.41,,,,
Quake II,1998,Shooter,0.41,,,,
Crash of the Titans,2007,Action,0.41,70,5.9,E10+,
EA Sports UFC 2,2016,Sports,0.41,76,6,T,
MLB 10: The Show,2010,Sports,0.41,,,E,
Wheel of Fortune: 2nd Edition,2000,Misc,0.41,,,,
Tom Clancy's Rainbow Six: Lockdown,2005,Shooter,0.41,74,6.6,M,
Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,2009,Fighting,0.41,,,,
TimeShift,2007,Shooter,0.41,70,7.9,M,
Cool Boarders 2001,2000,Sports,0.41,56,,E,
Grudge Warriors,1999,Action,0.41,,,,
Farming Simulator 17,2016,Simulation,0.41,69,8.7,E,
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,2000,Sports,0.41,,,,
Castlevania: The Dracula X Chronicles,2007,Platform,0.41,80,7.8,T,
Mobile Suit Gundam,1995,Action,0.41,,,,
Tom Clancy's HAWX 2,2010,Action,0.41,70,6.8,T,
Battlefield: Hardline,2015,Shooter,0.41,,5.3,M,
Jimmy Neutron: Boy Genius,2002,Platform,0.41,,5.8,E,
Itadaki Street DS,2007,Misc,0.41,,,,
X-Men: The Official Game,2006,Action,0.41,52,7.5,T,
Terraria,2013,Action,0.41,81,7.9,T,
LEGO Dimensions,2015,Action,0.41,80,6.9,E10+,
Football Manager Handheld 2011,2010,Sports,0.41,77,7.7,E,
300: March to Glory,2007,Action,0.41,55,7.1,M,
Marvel Super Hero Squad,2009,Fighting,0.41,61,2.8,E10+,
Call of Duty: Modern Warfare: Mobilized,2009,Shooter,0.41,,,,
NHL 15,2014,Sports,0.41,59,3.2,E10+,
E0: Enemy Zero,1996,Adventure,0.41,,,,
Tom Clancy's The Division,2016,Shooter,0.41,79,5.8,M,
Yu-Gi-Oh! GX: Tag Force 2,2007,Strategy,0.41,,,,
Nicktoons: Unite!,2005,Adventure,0.41,,,,
JumpStart: Escape from Adventure Island,2009,Adventure,0.41,68,,E,
Green Day: Rock Band,2010,Misc,0.41,76,6.3,T,
NASCAR Racing,1996,Racing,0.41,,,,
FIFA 14,2013,Sports,0.41,,1.8,E,
Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,2009,Misc,0.41,,,,
Cars: Race-O-Rama,2009,Racing,0.41,,,E,
Boku no Natsuyasumi 2: Umi no Bouken Hen,2002,Adventure,0.41,,,,
F1 2014,2014,Racing,0.41,62,4.1,E,
Command & Conquer: Red Alert,1997,Strategy,0.41,,,,
Cars: Mater-National Championship,2007,Racing,0.41,63,4.8,E,
Call of Duty: Black Ops II,2012,Shooter,0.41,81,6.9,M,
Ogre Battle 64: Person of Lordly Caliber,1999,Role-Playing,0.41,,,,
Superman: The New Superman Adventures,1999,Action,0.41,,,,
Dig Dug,1985,Puzzle,0.41,,,,
BioShock,2007,Shooter,0.41,96,8.5,M,
The Terminator: Dawn of Fate,2002,Action,0.41,58,5.7,T,
Rogue Galaxy: Director's Cut,2007,Role-Playing,0.41,,,,
Armored Core,1997,Simulation,0.41,,,,
The Smurfs,2011,Action,0.41,,,E,
Densha De Go! 2,1999,Simulation,0.41,,,,
Medal of Honor Heroes 2,2007,Shooter,0.41,73,7.6,T,
Top Spin 4,2011,Sports,0.41,84,8.2,E,
James Patterson Women's Murder Club: Games of Passion,2009,Adventure,0.41,53,,T,
Band Hero,2009,Misc,0.41,,4.4,E10+,
Armored Core 2: Another Age,2001,Simulation,0.41,75,8.8,T,
Buzz! Junior: Jungle Party,2006,Misc,0.41,,,,
God Eater 2: Rage Burst,2015,Role-Playing,0.41,,8.1,T,
Mortal Kombat: Deadly Alliance,2002,Fighting,0.41,81,8.7,M,
NBA 2K11,2010,Action,0.41,,,E,
AKB1/48: Idol to Koishitara...,2010,Misc,0.41,,,,
Pro Pinball,1996,Misc,0.41,,,,
NiGHTS: Journey of Dreams,2007,Platform,0.41,69,8.5,E,
'98 Koshien,1998,Sports,0.41,,,,
Harvest Moon: Grand Bazaar,2008,Simulation,0.41,,,,
NBA 2K9,2008,Sports,0.41,,8,E,
Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),2001,Misc,0.41,,,,
Up,2009,Action,0.41,,,E,
Hatsune Miku: Project Diva 2nd,2010,Misc,0.41,,,,
Marvel: Ultimate Alliance 2,2009,Role-Playing,0.41,,4.6,T,
Monster Jam: Urban Assault,2008,Racing,0.41,,7.8,E,
Call of Duty: Advanced Warfare,2014,Shooter,0.41,78,4.5,M,
Mario no Super Picross,1995,Puzzle,0.41,,,,
UEFA Euro 2008 Austria-Switzerland,2008,Sports,0.41,,,,
"Ed, Edd n Eddy: The Mis-Edventures",2005,Platform,0.41,50,7.6,E,
Jikkyou Powerful Pro Yakuu '94,1994,Sports,0.41,,,,
Disney's Tarzan Untamed,2001,Platform,0.41,59,7.1,E,
WWE All Stars,2011,Fighting,0.41,75,6.4,T,
Green Day: Rock Band,2010,Misc,0.41,75,6.6,T,
Harry Potter and the Deathly Hallows - Part 1,2010,Action,0.41,56,6,E10+,
Resistance: Burning Skies,2012,Shooter,0.41,60,6.8,M,
Battlefield 2: Modern Combat,2006,Shooter,0.41,77,7.3,T,
Rocksmith 2014,2014,Misc,0.41,,,,
Knockout Kings 2001,2000,Fighting,0.41,84,8.5,T,
From Russia With Love,2005,Action,0.41,69,7.6,T,
Fantastic Pets,2011,Simulation,0.41,66,7.5,E,
BlazBlue: Continuum Shift,2010,Fighting,0.41,87,8,T,
Duke Nukem Forever,2011,Shooter,0.41,54,5.7,M,
Dragon Quest X,2013,Role-Playing,0.41,,,,
Minority Report: Everybody Runs,2002,Action,0.41,50,5,T,
Katamari Forever,2009,Puzzle,0.4,74,8.1,E,
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,2003,Misc,0.4,,,,
NFL GameDay 2002,2001,Sports,0.4,62,8.8,E,
Pengo,1983,Adventure,0.4,,,,
Spider-Man: Web of Shadows,2008,Action,0.4,68,8.6,T,
Naughty Bear,2010,Action,0.4,43,5.6,T,
Mouse Trap,1981,Action,0.4,,,,
Tak and the Power of Juju,2003,Platform,0.4,71,8.2,E,
Six Flags Fun Park,2009,Misc,0.4,43,7.1,E10+,
Just Dance Kids 2,2011,Misc,0.4,,,E,
Beowulf: The Game,2007,Action,0.4,51,4.7,M,
NBA Jam,2010,Sports,0.4,79,8.5,E,
Rune Factory 3: A Fantasy Harvest Moon,2009,Role-Playing,0.4,77,8.6,E,
Dragon Quest Builders: Revive Alefgard,2016,Role-Playing,0.4,,,,
Star Wars The Clone Wars: Republic Heroes,2009,Action,0.4,,,T,
Tales of Zestiria,2015,Role-Playing,0.4,72,6.8,T,
Metal Gear Solid: The Legacy Collection,2013,Adventure,0.4,93,9,M,
Medarot: Kabuto / Kuwagata Version,1997,Role-Playing,0.4,,,,
NBA 2K10,2009,Sports,0.4,,8.6,E,
Defender,2002,Misc,0.4,73,7.8,T,
NFL GameDay 2003,N/A,Sports,0.4,60,,E,
TNA iMPACT!,2008,Fighting,0.4,,,,
Taiko no Tatsujin Wii: Dodon to 2 Yome!,2009,Misc,0.4,,,,
Congo Bongo,1982,Action,0.4,,,,
Gauntlet: Seven Sorrows,2005,Role-Playing,0.4,59,5.7,T,
Harry Potter: Quidditch World Cup,2003,Sports,0.4,68,8.5,E,
Warriors Orochi 2 (JP sales),2008,Action,0.4,,,,
Cabela's Big Game Hunter 2010,2009,Sports,0.4,,5,T,
Overlord,2007,Strategy,0.4,76,8.3,T,
The Chronicles of Narnia: Prince Caspian,2008,Action,0.4,67,7,T,
The Incredibles: Rise of the Underminer,2005,Action,0.4,,,E,
Life is Strange,2016,Adventure,0.4,85,8.6,M,
Pet in TV,1997,Strategy,0.4,,,,
Battalion Wars,2005,Strategy,0.4,76,8.8,T,
NBA ShootOut 2000,1999,Sports,0.4,,,,
Power Rangers: Dino Thunder,2004,Action,0.4,49,,E,
Samurai Shodown,1994,Fighting,0.4,,,,
Mass Effect Trilogy,2012,Action,0.4,,7.4,M,
The Wonderful 101,2013,Action,0.4,78,8.5,T,
SpongeBob SquigglePants,2011,Misc,0.4,59,,E,
Fighting Vipers,1995,Fighting,0.4,,,,
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,2009,Action,0.4,,,,
NCAA GameBreaker 2000,1999,Sports,0.4,,,,
Asura's Wrath,2012,Action,0.4,71,7.4,T,
The Legend of Spyro: Dawn of the Dragon,2008,Platform,0.4,,7.1,E10+,
AKB1/48: Idol to Guam de Koishitara...,2011,Misc,0.4,,,,
NFL Quarterback Club 2000,1999,Sports,0.4,,,,
Mortal Kombat Mythologies: Sub-Zero,1997,Fighting,0.4,,,,
RR64: Ridge Racer 64,1999,Racing,0.4,,,,
Top Gear Rally,1997,Racing,0.4,,,,
18 Wheeler: American Pro Trucker,2001,Racing,0.4,61,5.7,E,
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009,Shooter,0.4,,,,
Wall-E,2008,Platform,0.4,51,5,E,
Atari Anthology,2004,Misc,0.4,66,4.3,E,
